k,x,f
0.0,0.5,0.6046900742601611
1.0,1.2,-0.05348531230960599
2.0,1.143115893756146,0.0016152883691309483
3.0,1.144783466052496,-5.3578767449442945e-05
4.0,1.1447299288557278,-4.3006326660830964e-08
5.0,1.1447298858482478,1.152389282310346e-12
6.0,1.1447298858494002,3.8981718325193755e-17
