k,x,f
0.0,0.5,0.6046900742601611
1.0,1.385945820261857,-0.18903853445255114
2.0,0.9799869902987313,0.17237065370163077
3.0,1.1424983459128453,0.002234013415920144
4.0,1.1447274341714082,2.4516809973525052e-06
5.0,1.144729885846395,3.0051684027599294e-12
6.0,1.1447298858494002,3.8981718325193755e-17
